,customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address,postcode,state,country,property_valuation
2437,2438,Lorianne,Ethersey,Female,1983-01-29 00:00:00,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,336 Service Pass,2073,NSW,Australia,11
2438,2439,Shelly,Yakebovitch,Female,1967-10-02 00:00:00,,Manufacturing,Affluent Customer,N,No,4 Northridge Center,2076,NSW,Australia,11
2439,2440,Lethia,Juanes,Female,1959-09-21 00:00:00,Engineer II,Manufacturing,Affluent Customer,N,No,8 Superior Court,3174,VIC,Australia,5
2440,2441,Loutitia,Pinkie,Female,1959-03-29 00:00:00,,Property,High Net Worth,N,Yes,8147 Dapin Hill,2280,NSW,Australia,8
2441,2442,Odie,Enrrico,Male,1957-10-13 00:00:00,Social Worker,Health,Affluent Customer,N,Yes,047 Kedzie Park,2206,NSW,Australia,11
2442,2443,Towny,Python,Male,1990-02-13 00:00:00,Computer Systems Analyst I,Property,High Net Worth,N,No,9346 Sunfield Plaza,2671,NSW,Australia,1
2443,2444,Emmet,Cristoforo,Male,1977-05-13 00:00:00,Associate Professor,Manufacturing,High Net Worth,N,No,11 Dunning Pass,2219,NSW,Australia,10
2444,2445,Johnnie,Prujean,Male,1976-03-11 00:00:00,Quality Control Specialist,Retail,Affluent Customer,N,No,67 Crowley Drive,3216,VIC,Australia,4
2445,2446,Lovell,Kiss,Male,1956-09-07 00:00:00,,Retail,Affluent Customer,N,No,76 Schiller Pass,4455,QLD,Australia,3
2446,2447,Richard,Poor,Male,1997-01-06 00:00:00,Tax Accountant,,Affluent Customer,N,Yes,71761 Almo Street,4178,QLD,Australia,7
2447,2448,Lorri,Iston,Female,1992-12-18 00:00:00,Structural Analysis Engineer,Property,High Net Worth,N,No,4898 Buell Terrace,3043,VIC,Australia,7
2448,2449,Oates,Broadberrie,Male,1982-06-01 00:00:00,Tax Accountant,,Affluent Customer,N,No,6 Morningstar Way,2165,NSW,Australia,7
2449,2450,Jayson,Breheny,Male,1974-06-21 00:00:00,Structural Engineer,Retail,Affluent Customer,N,Yes,15 Shelley Hill,2164,NSW,Australia,8
2450,2451,Upton,Orford,Male,1973-03-09 00:00:00,Editor,Argiculture,Affluent Customer,N,Yes,1556 Sheridan Hill,4165,QLD,Australia,5
2451,2452,Sophronia,Yerrill,Female,1975-07-24 00:00:00,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,6568 Northridge Pass,3029,VIC,Australia,6
2452,2453,Ruthe,Campe,Female,1992-08-05 00:00:00,Safety Technician II,Telecommunications,High Net Worth,N,No,4694 Carioca Court,4060,QLD,Australia,10
2453,2454,Gene,Brome,Female,1960-02-13 00:00:00,Senior Sales Associate,Property,Mass Customer,N,Yes,6 Ryan Drive,2165,NSW,Australia,10
2454,2455,Kathe,Heatlie,Female,1977-10-09 00:00:00,,Manufacturing,Mass Customer,N,No,975 Annamark Hill,4034,QLD,Australia,6
2455,2456,Reidar,Pullin,Male,1991-05-29 00:00:00,Sales Associate,,Mass Customer,N,No,40 Ilene Drive,3690,VIC,Australia,1
2456,2457,Benito,Vearnals,Male,1975-04-12 00:00:00,Developer IV,IT,High Net Worth,N,Yes,60 Sycamore Lane,2148,NSW,Australia,9
2457,2458,Leilah,Liddel,Female,1964-04-20 00:00:00,Media Manager II,Manufacturing,High Net Worth,N,Yes,8439 Katie Crossing,3028,VIC,Australia,8
2458,2459,Jeanna,Naulls,Female,1986-01-10 00:00:00,Quality Engineer,Manufacturing,High Net Worth,N,No,22 Hayes Center,3156,VIC,Australia,10
2459,2460,Mick,Boutellier,Male,1976-05-17 00:00:00,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,3126 Butterfield Pass,2573,NSW,Australia,8
2460,2461,Tully,,Male,1976-06-12 00:00:00,Speech Pathologist,,Affluent Customer,N,No,0 Moulton Plaza,2761,NSW,Australia,8
2461,2462,Fletcher,Hutchens,Male,1980-07-05 00:00:00,Assistant Media Planner,Entertainment,Affluent Customer,N,No,188 Carberry Point,4650,QLD,Australia,1
2462,2463,Krystle,Jovicevic,Female,1978-01-30 00:00:00,Pharmacist,Health,Mass Customer,N,No,083 Farragut Avenue,2540,NSW,Australia,7
2463,2464,Cleve,Jindrak,Male,1983-04-06 00:00:00,Speech Pathologist,Retail,Mass Customer,N,No,62052 Loomis Avenue,4014,QLD,Australia,8
2464,2465,Paloma,Nilles,Female,1984-06-12 00:00:00,Senior Editor,,Mass Customer,N,Yes,49 Talmadge Trail,2036,NSW,Australia,11
2465,2466,Araldo,Klamp,Male,1980-10-04 00:00:00,Software Test Engineer IV,Entertainment,High Net Worth,N,No,6247 Crest Line Terrace,2250,NSW,Australia,8
2466,2467,Ynez,Fawloe,Female,1975-07-15 00:00:00,Engineer III,Manufacturing,Affluent Customer,N,Yes,77 Armistice Alley,2208,NSW,Australia,10
2467,2468,Parker,Barenskie,Male,1995-12-12 00:00:00,Marketing Assistant,Retail,High Net Worth,N,No,572 Meadow Ridge Drive,3160,VIC,Australia,7
2468,2469,Kermie,Hedger,U,,Accounting Assistant II,IT,Mass Customer,N,Yes,7 Mcguire Terrace,3754,VIC,Australia,6
2469,2470,Roy,Dunaway,Male,1957-07-04 00:00:00,,Argiculture,Mass Customer,N,No,70 Erie Street,4814,QLD,Australia,2
2470,2471,Noland,Bresland,Male,1978-12-20 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,Yes,3 Talisman Place,4017,QLD,Australia,5
2471,2472,Mathias,Element,Male,1989-06-02 00:00:00,Product Engineer,Health,High Net Worth,N,Yes,567 Scott Park,4118,QLD,Australia,5
2472,2473,Davon,,Male,1970-05-10 00:00:00,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,9248 Sugar Terrace,2530,NSW,Australia,9
2473,2474,Chrysa,Burrett,Female,1980-06-08 00:00:00,Executive Secretary,Argiculture,High Net Worth,N,Yes,13 Tennyson Point,4370,QLD,Australia,6
2474,2475,Cammi,Ambrogioni,Female,1977-05-02 00:00:00,Quality Control Specialist,,Mass Customer,N,No,88540 Scoville Plaza,3195,VIC,Australia,9
2475,2476,Hal,Braddon,Male,1956-09-25 00:00:00,Administrative Officer,Property,High Net Worth,N,No,22779 Graedel Road,4655,QLD,Australia,2
2476,2477,Barney,Tilling,Male,1977-03-23 00:00:00,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,51800 Meadow Vale Point,3023,VIC,Australia,7
2477,2478,Andreas,Lamke,Male,1966-07-07 00:00:00,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,1 Trailsway Lane,2145,NSW,Australia,9
2478,2479,Helge,Voller,Female,1996-11-06 00:00:00,Community Outreach Specialist,Retail,Mass Customer,N,No,65662 Haas Trail,2560,NSW,Australia,7
2479,2480,Adey,Shevlin,Female,1971-12-26 00:00:00,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,0 Union Plaza,2444,NSW,Australia,7
2480,2481,Amber,Ruslin,Female,1979-01-20 00:00:00,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,1 Forster Junction,2880,NSW,Australia,1
2481,2482,Regan,Siemens,Male,1953-12-10 00:00:00,Pharmacist,Health,Mass Customer,N,Yes,24877 3rd Circle,2063,NSW,Australia,12
2482,2483,Greta,Cotterrill,Female,1987-06-06 00:00:00,,Manufacturing,Mass Customer,N,No,34797 Londonderry Trail,3806,VIC,Australia,7
2483,2484,Elise,Slimm,Female,1979-10-03 00:00:00,Senior Quality Engineer,Property,Mass Customer,N,Yes,24649 Kennedy Street,2114,NSW,Australia,8
2484,2485,Ringo,Parkyn,Male,1955-07-27 00:00:00,Help Desk Technician,,Mass Customer,N,Yes,9 Spaight Place,2102,NSW,Australia,9
2485,2486,Alaine,Halbord,Female,1954-03-09 00:00:00,Structural Engineer,Manufacturing,Mass Customer,N,Yes,711 Hayes Court,2120,NSW,Australia,10
2486,2487,Elton,Piggford,Male,1978-01-13 00:00:00,Operator,IT,Affluent Customer,N,Yes,30624 John Wall Point,3101,VIC,Australia,7
2487,2488,Idalia,Braunton,Female,1988-11-17 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,46 Victoria Center,2770,NSW,Australia,9
2488,2489,Emma,Mates,Female,1976-06-12 00:00:00,Speech Pathologist,Retail,Mass Customer,N,No,99 Blackbird Court,2203,NSW,Australia,11
2489,2490,Clint,Krause,Male,1987-10-01 00:00:00,,Health,Mass Customer,N,Yes,00 Rutledge Alley,2166,NSW,Australia,9
2490,2491,Tabbie,Turone,Male,1977-05-08 00:00:00,Clinical Specialist,Health,Mass Customer,N,No,719 Vahlen Way,2560,NSW,Australia,8
2491,2492,Gayelord,Lipman,Male,1974-02-01 00:00:00,Design Engineer,Manufacturing,High Net Worth,N,No,02 Declaration Lane,4551,QLD,Australia,7
2492,2493,Rey,Collum,Male,1981-08-19 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9366 Judy Alley,4171,QLD,Australia,9
2493,2494,Donella,Emm,Female,1974-08-08 00:00:00,Senior Sales Associate,Manufacturing,High Net Worth,N,No,07623 Mandrake Trail,2093,NSW,Australia,11
2494,2495,Gwenore,Suero,Female,1953-11-12 00:00:00,Assistant Professor,IT,Affluent Customer,N,No,050 Buell Lane,4055,QLD,Australia,7
2495,2496,Lew,Wittleton,Male,1980-08-26 00:00:00,Web Developer II,Manufacturing,Mass Customer,N,Yes,556 Gale Road,4165,QLD,Australia,6
2496,2497,Gustav,Aaronsohn,Male,1969-04-05 00:00:00,Administrative Assistant IV,Property,Affluent Customer,N,No,24 Helena Alley,2566,NSW,Australia,9
2497,2498,Rosana,Emmatt,Female,1978-02-02 00:00:00,Software Test Engineer III,Retail,High Net Worth,N,No,77410 Bluejay Street,3046,VIC,Australia,9
2498,2499,Doll,Tschirschky,Female,1973-08-30 00:00:00,Account Representative I,Retail,Mass Customer,N,No,62 Doe Crossing Junction,2760,NSW,Australia,7
2499,2500,Micky,Livings,Female,1957-12-18 00:00:00,Senior Developer,Property,High Net Worth,N,Yes,7 Lake View Street,4060,QLD,Australia,9
2500,2501,Ora,Meaddowcroft,Female,1971-07-12 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,30 Redwing Pass,2112,NSW,Australia,11
2501,2502,Concordia,Mussington,Female,1964-08-23 00:00:00,Structural Engineer,Manufacturing,Mass Customer,N,Yes,99488 Mccormick Terrace,2207,NSW,Australia,11
2502,2503,Devlin,Laneham,Male,1967-07-16 00:00:00,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,60 Banding Terrace,2880,NSW,Australia,1
2503,2504,Aloysius,Huffer,Male,2000-04-29 00:00:00,,Property,Mass Customer,N,No,6220 Sugar Court,2300,NSW,Australia,8
2504,2505,Myrah,McCarry,Female,1980-08-25 00:00:00,VP Marketing,Financial Services,High Net Worth,N,No,53 Anthes Point,4341,QLD,Australia,2
2505,2506,Arlana,Ferrick,Female,1955-01-20 00:00:00,,Health,Affluent Customer,N,No,0 Mosinee Lane,3250,VIC,Australia,4
2506,2507,Alysa,Galilee,Female,1986-06-25 00:00:00,Biostatistician III,Health,Affluent Customer,N,Yes,9 Caliangt Park,2087,NSW,Australia,11
2507,2508,Virgil,Borkett,Male,1996-11-04 00:00:00,Information Systems Manager,,Mass Customer,N,No,0192 Ridgeview Terrace,4655,QLD,Australia,6
2508,2509,Danya,Beadles,Male,1971-07-07 00:00:00,Help Desk Technician,Financial Services,Mass Customer,N,No,6534 New Castle Plaza,2033,NSW,Australia,12
2509,2510,Nealson,Lowdham,Male,1973-04-10 00:00:00,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,6 Hoard Plaza,3111,VIC,Australia,10
2510,2511,Jedidiah,Daulby,Male,1991-07-12 00:00:00,Technical Writer,Financial Services,Mass Customer,N,Yes,440 Shasta Crossing,2118,NSW,Australia,10
2511,2512,Franzen,Halliday,Male,1968-05-22 00:00:00,Web Developer I,,High Net Worth,N,Yes,1127 Artisan Parkway,4070,QLD,Australia,5
2512,2513,Rustie,Ligoe,Male,1978-07-31 00:00:00,Structural Analysis Engineer,Property,Mass Customer,N,No,23478 Ramsey Pass,2760,NSW,Australia,6
2513,2514,Vincenty,Sayer,Male,1975-08-11 00:00:00,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,5 Warbler Avenue,3071,VIC,Australia,10
2514,2515,Manya,,Female,1995-03-07 00:00:00,,Retail,Affluent Customer,N,Yes,685 International Lane,4825,QLD,Australia,2
2515,2516,Zoe,Kiddye,Female,1967-05-27 00:00:00,Registered Nurse,Health,Mass Customer,N,No,6188 Anniversary Circle,4551,QLD,Australia,6
2516,2517,Rozanna,Kegan,Female,1978-10-19 00:00:00,Research Nurse,Health,Mass Customer,N,Yes,3 American Ash Parkway,3342,VIC,Australia,7
2517,2518,Krystalle,Ives,Female,1954-08-22 00:00:00,Recruiting Manager,,Mass Customer,N,Yes,9 Trailsway Court,2262,NSW,Australia,9
2518,2519,Ryon,Dalliston,Male,1979-10-17 00:00:00,Senior Developer,Manufacturing,Mass Customer,N,Yes,9 Oak Park,4205,QLD,Australia,4
2519,2520,Gabie,Skett,Male,1974-05-27 00:00:00,Accountant III,Retail,Affluent Customer,N,Yes,82 Lukken Lane,2190,NSW,Australia,10
2520,2521,Kellia,Martugin,Female,1999-08-29 00:00:00,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,88551 Hollow Ridge Pass,3500,VIC,Australia,2
2521,2522,Benton,MacGragh,Male,1977-02-03 00:00:00,,,High Net Worth,N,No,283 Claremont Hill,2138,NSW,Australia,9
2522,2523,Lauree,Shewery,Female,1961-10-29 00:00:00,VP Marketing,Financial Services,Mass Customer,N,Yes,633 Menomonie Junction,3523,VIC,Australia,2
2523,2524,Rustie,Kingsland,Male,1969-05-29 00:00:00,Help Desk Technician,Retail,Mass Customer,N,Yes,3 Myrtle Terrace,4161,QLD,Australia,7
2524,2525,Hans,Ison,Male,1992-10-03 00:00:00,Cost Accountant,Financial Services,Mass Customer,N,No,3 Park Meadow Drive,3023,VIC,Australia,7
2525,2526,Izaak,Dopson,Male,1969-02-01 00:00:00,Software Test Engineer II,Manufacturing,Mass Customer,N,No,2757 Green Ridge Circle,2567,NSW,Australia,8
2526,2527,Arly,Petersen,Female,1980-07-19 00:00:00,Technical Writer,,Affluent Customer,N,Yes,46 Dawn Way,2340,NSW,Australia,5
2527,2528,Cassie,Toffaloni,Male,1978-09-23 00:00:00,Senior Editor,Financial Services,Affluent Customer,N,No,53723 Dunning Street,2153,NSW,Australia,11
2528,2529,Ben,Laidler,Male,1954-05-11 00:00:00,Quality Engineer,Manufacturing,High Net Worth,N,Yes,671 Mallory Pass,2177,NSW,Australia,8
2529,2530,Engracia,Foulcher,Female,1960-08-03 00:00:00,Business Systems Development Analyst,Property,Mass Customer,N,Yes,025 Knutson Terrace,2350,NSW,Australia,3
2530,2531,Brendan,Verbeke,Male,1981-08-20 00:00:00,Teacher,Property,High Net Worth,N,Yes,778 Cambridge Street,4209,QLD,Australia,4
2531,2532,Milli,Hubbert,Female,1969-05-01 00:00:00,,Manufacturing,Mass Customer,N,No,601 Dryden Way,2264,NSW,Australia,7
2532,2533,Harper,Ioannidis,Male,1993-07-26 00:00:00,Speech Pathologist,Health,Affluent Customer,N,Yes,3144 Ruskin Trail,2046,NSW,Australia,11
2533,2534,Estelle,Lithgow,Female,1965-06-21 00:00:00,Research Associate,Manufacturing,Affluent Customer,N,Yes,94554 Derek Trail,2009,NSW,Australia,10
2534,2535,Butch,Broadnicke,Male,1981-08-20 00:00:00,Accountant III,Financial Services,Affluent Customer,N,No,0166 Stephen Drive,2785,NSW,Australia,7
2535,2536,Aigneis,Brignall,Female,1964-06-10 00:00:00,Associate Professor,Health,Mass Customer,N,Yes,49 Sheridan Circle,2560,NSW,Australia,7
2536,2537,Peggi,Tolan,Female,1989-09-06 00:00:00,Senior Quality Engineer,,Affluent Customer,N,Yes,6865 Duke Trail,2234,NSW,Australia,10
2537,2538,Jacinta,Petrillo,Female,1959-01-22 00:00:00,,,High Net Worth,N,Yes,2 Larry Trail,2207,NSW,Australia,8
2538,2539,Tracie,Ashdown,Male,1967-04-22 00:00:00,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,1 Straubel Alley,2117,NSW,Australia,10
2539,2540,Donavon,,U,,Executive Secretary,IT,Mass Customer,N,Yes,440 Ronald Regan Pass,2261,NSW,Australia,7
2540,2541,Cleveland,Islep,Male,2000-03-14 00:00:00,Software Engineer II,Financial Services,High Net Worth,N,Yes,709 Rieder Terrace,3995,VIC,Australia,2
2541,2542,Amanda,Leverington,Female,1966-03-11 00:00:00,Accounting Assistant I,Property,Affluent Customer,N,Yes,688 Kropf Circle,3351,VIC,Australia,5
2542,2543,Horacio,Kitchin,Male,1999-06-03 00:00:00,Web Developer III,,Affluent Customer,N,No,5463 Arapahoe Point,4503,QLD,Australia,4
2543,2544,Ellery,Bowra,Male,1988-01-31 00:00:00,VP Marketing,Manufacturing,Mass Customer,N,Yes,12 Fairfield Parkway,3029,VIC,Australia,7
2544,2545,Grayce,Aumerle,Female,1978-04-11 00:00:00,Tax Accountant,Manufacturing,Mass Customer,N,Yes,01 Burning Wood Terrace,2323,NSW,Australia,9
2545,2546,Marinna,Hancke,Female,1980-04-10 00:00:00,Assistant Professor,Manufacturing,High Net Worth,N,No,92427 Norway Maple Street,3000,VIC,Australia,6
2546,2547,Aili,Scruby,Female,1985-07-08 00:00:00,Social Worker,Health,Mass Customer,N,Yes,35 Shelley Court,3156,VIC,Australia,8
2547,2548,Kristien,Robberts,Female,1971-07-30 00:00:00,Chief Design Engineer,,Mass Customer,N,No,25 Coleman Circle,2214,NSW,Australia,9
2548,2549,Mike,Geggus,Male,1998-08-07 00:00:00,Pharmacist,Health,Mass Customer,N,Yes,463 Atwood Court,4160,QLD,Australia,7
2549,2550,Dionysus,Elmhurst,Male,1997-08-12 00:00:00,Pharmacist,Health,Mass Customer,N,Yes,8561 Alpine Center,2380,NSW,Australia,3
2550,2551,Gabrila,Gobbett,Female,1987-10-10 00:00:00,VP Quality Control,,Mass Customer,N,No,48 Lighthouse Bay Point,2430,NSW,Australia,7
2551,2552,Allard,Skipton,Male,1973-11-02 00:00:00,,Manufacturing,Affluent Customer,N,Yes,0 Dunning Plaza,2462,NSW,Australia,2
2552,2553,Buddy,Morfell,Male,1981-10-09 00:00:00,,,High Net Worth,N,Yes,255 Bonner Lane,3076,VIC,Australia,8
2553,2554,Fan,Gaythwaite,Female,1982-08-21 00:00:00,Software Engineer III,,High Net Worth,N,No,02485 Bellgrove Road,3015,VIC,Australia,9
2554,2555,Brad,Tenman,Male,1976-09-19 00:00:00,Health Coach IV,Health,Affluent Customer,N,No,3934 Karstens Circle,2650,NSW,Australia,2
2555,2556,Chucho,Francey,Male,1988-08-11 00:00:00,,Health,Mass Customer,N,Yes,583 Eagle Crest Road,2000,NSW,Australia,8
2556,2557,Lian,Zarfai,Female,1978-08-19 00:00:00,,,Mass Customer,N,No,67 Lerdahl Parkway,4670,QLD,Australia,1
2557,2558,Imojean,Bosquet,Female,1974-10-19 00:00:00,,Health,High Net Worth,N,Yes,0 Truax Trail,3677,VIC,Australia,5
2558,2559,Fulvia,Bernini,Female,1969-06-21 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,No,65 Waxwing Drive,2121,NSW,Australia,11
2559,2560,Sherm,Tythe,Male,1980-10-01 00:00:00,Developer IV,,Mass Customer,N,No,1 Mendota Drive,2107,NSW,Australia,11
2560,2561,Elga,McWard,Female,1963-09-06 00:00:00,,Manufacturing,High Net Worth,N,Yes,4821 Schlimgen Avenue,2007,NSW,Australia,11
2561,2562,Boonie,Withams,Male,1980-09-26 00:00:00,Internal Auditor,Retail,Mass Customer,N,No,54 Miller Parkway,3041,VIC,Australia,8
2562,2563,Perla,Sabatier,Female,1990-03-08 00:00:00,Administrative Assistant IV,,Mass Customer,N,Yes,4 Barby Avenue,2705,NSW,Australia,5
2563,2564,Bell,Carley,Female,1976-04-29 00:00:00,Engineer III,Health,Mass Customer,N,No,084 Brickson Park Park,3177,VIC,Australia,5
2564,2565,Joannes,Harbron,Female,1969-08-17 00:00:00,Junior Executive,Health,Affluent Customer,N,Yes,147 Golden Leaf Pass,2061,NSW,Australia,10
2565,2566,Nani,Brilleman,Female,1996-10-29 00:00:00,Accountant II,Entertainment,Affluent Customer,N,Yes,457 Merry Pass,4812,QLD,Australia,3
2566,2567,Tobe,Spirit,Male,1975-01-13 00:00:00,Systems Administrator IV,Financial Services,Mass Customer,N,No,94 Marquette Way,2010,NSW,Australia,11
2567,2568,Anna-diana,Slyne,Female,1983-02-16 00:00:00,Staff Scientist,Manufacturing,Mass Customer,N,No,711 Summerview Junction,2075,NSW,Australia,10
2568,2569,Sig,Sellan,Male,1985-05-03 00:00:00,VP Quality Control,Retail,Mass Customer,N,No,22 Debs Point,2233,NSW,Australia,9
2569,2570,Hirsch,Peele,Male,1977-09-10 00:00:00,Professor,Financial Services,Mass Customer,N,Yes,15952 Mockingbird Court,2470,NSW,Australia,3
2570,2571,Chariot,Keefe,Male,1986-11-17 00:00:00,Internal Auditor,Health,Affluent Customer,N,Yes,18 Towne Way,2171,NSW,Australia,9
2571,2572,Sheila,McInulty,Female,1980-12-30 00:00:00,Engineer III,Financial Services,Mass Customer,N,No,55501 Sugar Street,2548,NSW,Australia,7
2572,2573,Tera,Van Weedenburg,Female,1954-09-23 00:00:00,Software Engineer I,,Mass Customer,N,No,80 Cambridge Plaza,2159,NSW,Australia,11
2573,2574,Humfrey,Boyse,Male,1979-12-21 00:00:00,,Manufacturing,Mass Customer,N,No,71725 Goodland Lane,4509,QLD,Australia,7
2574,2575,Hagan,Abrahmer,Male,1974-06-07 00:00:00,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,7282 Prairie Rose Trail,3184,VIC,Australia,9
2575,2576,Lotty,Szubert,Female,1959-05-30 00:00:00,Associate Professor,Manufacturing,Mass Customer,N,No,63785 Anthes Circle,3260,VIC,Australia,1
2576,2577,Thor,Rickardsson,Male,1976-03-19 00:00:00,Operator,,Mass Customer,N,Yes,6 Loomis Trail,2099,NSW,Australia,11
2577,2578,Felice,McVane,Male,1991-02-27 00:00:00,Tax Accountant,Retail,High Net Worth,N,No,6551 Atwood Road,4216,QLD,Australia,7
2578,2579,Celka,Demsey,Female,1970-12-31 00:00:00,Desktop Support Technician,Manufacturing,Mass Customer,N,No,258 Bunker Hill Hill,2138,NSW,Australia,8
2579,2580,Kalinda,,Female,1988-07-04 00:00:00,Teacher,Financial Services,Mass Customer,N,Yes,592 Oak Valley Center,2534,NSW,Australia,9
2580,2581,Gwenette,Appleton,Female,1974-06-10 00:00:00,,Manufacturing,Affluent Customer,N,Yes,83441 Donald Pass,4565,QLD,Australia,7
2581,2582,Harv,Pavey,Male,1977-08-10 00:00:00,Director of Sales,Health,Mass Customer,N,No,9106 Thompson Hill,2032,NSW,Australia,8
2582,2583,Appolonia,Oxe,Female,1963-09-12 00:00:00,Human Resources Assistant I,Property,Mass Customer,N,No,0671 Vera Drive,4812,QLD,Australia,5
2583,2584,Sharia,,Female,1980-07-07 00:00:00,Technical Writer,Financial Services,High Net Worth,N,No,50 Londonderry Park,2034,NSW,Australia,10
2584,2585,Sly,Passo,Male,1994-06-22 00:00:00,Geologist III,,Affluent Customer,N,No,1817 Bluejay Avenue,4218,QLD,Australia,10
2585,2586,Heywood,Sollett,Male,1979-09-12 00:00:00,Tax Accountant,Financial Services,Mass Customer,N,Yes,27 Grayhawk Alley,2102,NSW,Australia,11
2586,2587,Maren,Dachs,Female,1979-03-30 00:00:00,Data Coordiator,,Affluent Customer,N,No,5342 Hallows Lane,2021,NSW,Australia,12
2587,2588,Kimball,Martinho,Male,2001-01-02 00:00:00,Professor,,High Net Worth,N,No,303 Michigan Avenue,3977,VIC,Australia,5
2588,2589,Alvera,Kiddle,Female,1965-08-02 00:00:00,,,High Net Worth,N,No,6 Forest Avenue,2870,NSW,Australia,4
2589,2590,Roslyn,Tewkesbury.,Female,1964-09-22 00:00:00,General Manager,Financial Services,Affluent Customer,N,Yes,3 Pennsylvania Terrace,2197,NSW,Australia,9
2590,2591,Estevan,Rylett,Male,1974-02-04 00:00:00,,Retail,High Net Worth,N,No,755 Ramsey Terrace,4152,QLD,Australia,6
2591,2592,Archibaldo,Argrave,Male,1995-06-19 00:00:00,Help Desk Operator,Financial Services,Mass Customer,N,Yes,33782 Doe Crossing Terrace,2280,NSW,Australia,7
2592,2593,Sharona,Yorkston,Female,1973-07-26 00:00:00,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,97 Waxwing Terrace,4217,QLD,Australia,10
2593,2594,Sigismond,Stockow,Male,1997-06-23 00:00:00,Internal Auditor,Manufacturing,Mass Customer,N,No,2 Marquette Drive,2204,NSW,Australia,8
2594,2595,Land,Bangley,Male,1977-08-17 00:00:00,Nurse Practicioner,,Affluent Customer,N,Yes,357 Elgar Alley,3910,VIC,Australia,9
2595,2596,Lexis,Deason,Female,1976-08-20 00:00:00,Assistant Professor,,Affluent Customer,N,Yes,37258 Stephen Place,4116,QLD,Australia,9
2596,2597,Carita,Kemwall,Female,1980-10-25 00:00:00,Civil Engineer,Manufacturing,High Net Worth,N,Yes,9 Cambridge Junction,2315,NSW,Australia,7
2597,2598,Lindsay,Maydway,Male,1980-03-26 00:00:00,Senior Developer,Manufacturing,Affluent Customer,N,No,10 American Alley,2066,NSW,Australia,12
2598,2599,Pauly,Eilles,Female,1954-05-03 00:00:00,VP Marketing,Manufacturing,Mass Customer,N,No,84 Stuart Lane,3146,VIC,Australia,11
2599,2600,Darnell,Wistance,Male,2001-03-03 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,6 Carioca Avenue,3185,VIC,Australia,9
2600,2601,Morgana,Wardel,Female,1975-01-18 00:00:00,Software Engineer III,Financial Services,Affluent Customer,N,No,75688 Maple Court,3618,VIC,Australia,1
2601,2602,Jessamine,Butcher,Female,1977-03-22 00:00:00,Structural Analysis Engineer,Health,Mass Customer,N,No,906 Toban Lane,2093,NSW,Australia,10
2602,2603,Mercy,Jost,Female,1962-02-04 00:00:00,Nurse,Financial Services,High Net Worth,N,No,76085 Eagan Crossing,3071,VIC,Australia,10
2603,2604,Lewiss,Jaeggi,Male,1975-05-08 00:00:00,Account Executive,Retail,Mass Customer,N,Yes,28634 Nova Circle,3127,VIC,Australia,12
2604,2605,Had,Gilling,Male,1965-02-03 00:00:00,Marketing Manager,Health,High Net Worth,N,Yes,34 Colorado Pass,2287,NSW,Australia,6
2605,2606,Addi,Seager,Female,1978-08-19 00:00:00,Electrical Engineer,Manufacturing,High Net Worth,N,No,1031 Kennedy Way,4507,QLD,Australia,7
2606,2607,Laurent,Ainslee,Male,1992-05-08 00:00:00,Registered Nurse,Health,Affluent Customer,N,Yes,23426 Transport Center,2218,NSW,Australia,10
2607,2608,Fenelia,Dockrell,Female,1975-11-05 00:00:00,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,20 Del Mar Circle,2450,NSW,Australia,9
2608,2609,Genvieve,Kobes,Female,1964-12-18 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,3024 Butternut Crossing,2087,NSW,Australia,11
2609,2610,Arliene,Bartolijn,Female,1954-04-30 00:00:00,Account Coordinator,IT,Mass Customer,N,No,93124 Monterey Plaza,3000,VIC,Australia,7
2610,2611,Aeriel,Lejeune,Female,1991-02-18 00:00:00,Tax Accountant,Financial Services,Affluent Customer,N,No,51313 Fulton Junction,2580,NSW,Australia,7
